Bin_Number,M_Value,Prob_Value,Zero_One_Loss_Avg,P_Macro_Avg,Average
17,33,0.00030303030303030303,0.9547412008281574,0.9415643217997326,0.948152761313945
18,24,0.0004166666666666667,0.9483126293995859,0.9322852314980403,0.9402989304488132
18,25,0.0004,0.9483126293995859,0.9322852314980403,0.9402989304488132
18,26,0.0003846153846153846,0.9483126293995859,0.9322852314980403,0.9402989304488132
18,27,0.00037037037037037035,0.9483126293995859,0.9322852314980403,0.9402989304488132
18,28,0.00035714285714285714,0.9483126293995859,0.9322852314980403,0.9402989304488132
18,29,0.0003448275862068965,0.9483126293995859,0.9322852314980403,0.9402989304488132
18,30,0.0003333333333333333,0.9483126293995859,0.9322852314980403,0.9402989304488132
18,31,0.0003225806451612903,0.9483126293995859,0.9322852314980403,0.9402989304488132
18,32,0.0003125,0.9483126293995859,0.9322852314980403,0.9402989304488132
18,33,0.00030303030303030303,0.9483126293995859,0.9322852314980403,0.9402989304488132
19,24,0.0004166666666666667,0.9475879917184266,0.9353529545778665,0.9414704731481465
19,25,0.0004,0.9483126293995859,0.9358946212445332,0.9421036253220596
19,26,0.0003846153846153846,0.9483126293995859,0.9358946212445332,0.9421036253220596
19,27,0.00037037037037037035,0.9483126293995859,0.9358946212445332,0.9421036253220596
19,28,0.00035714285714285714,0.9483126293995859,0.9358946212445332,0.9421036253220596
19,29,0.0003448275862068965,0.9483126293995859,0.9358946212445332,0.9421036253220596
19,30,0.0003333333333333333,0.9475983436853003,0.9353484396139862,0.9414733916496432
19,31,0.0003225806451612903,0.9468840579710145,0.9346166468968994,0.9407503524339569
19,32,0.0003125,0.9468840579710145,0.9346166468968994,0.9407503524339569
19,33,0.00030303030303030303,0.9468840579710145,0.9346166468968994,0.9407503524339569
20,24,0.0004166666666666667,0.9439026915113871,0.9316811372389914,0.9377919143751892
20,25,0.0004,0.9439026915113871,0.9316811372389914,0.9377919143751892
20,26,0.0003846153846153846,0.944616977225673,0.9326335181913723,0.9386252477085226
20,27,0.00037037037037037035,0.944616977225673,0.9326335181913723,0.9386252477085226
20,28,0.00035714285714285714,0.9453312629399585,0.9334993190571732,0.9394152909985658
20,29,0.0003448275862068965,0.9453312629399585,0.9334993190571732,0.9394152909985658
20,30,0.0003333333333333333,0.9453312629399585,0.9334993190571732,0.9394152909985658
20,31,0.0003225806451612903,0.9453312629399585,0.9334993190571732,0.9394152909985658
20,32,0.0003125,0.9453312629399585,0.9334993190571732,0.9394152909985658
20,33,0.00030303030303030303,0.9460559006211181,0.9338487814227646,0.9399523410219414
