,Data,Bin_Number,M_Value,Prob_Value,Zero_One_Loss_Avg,P_Macro_Avg,Average
155,SoyBean,16,29,0.0003448275862068965,0.8699999999999999,0.8125,0.8412499999999999
156,SoyBean,16,30,0.0003333333333333333,0.8699999999999999,0.8125,0.8412499999999999
157,SoyBean,16,31,0.0003225806451612903,0.8699999999999999,0.8125,0.8412499999999999
158,SoyBean,16,32,0.0003125,0.8699999999999999,0.8125,0.8412499999999999
159,SoyBean,16,33,0.00030303030303030303,0.8699999999999999,0.8125,0.8412499999999999
160,SoyBean,17,24,0.0004166666666666667,0.905,0.8458333333333334,0.8754166666666667
161,SoyBean,17,25,0.0004,0.905,0.8458333333333334,0.8754166666666667
162,SoyBean,17,26,0.0003846153846153846,0.905,0.8458333333333334,0.8754166666666667
163,SoyBean,17,27,0.00037037037037037035,0.905,0.8458333333333334,0.8754166666666667
164,SoyBean,17,28,0.00035714285714285714,0.905,0.8458333333333334,0.8754166666666667
165,SoyBean,17,29,0.0003448275862068965,0.905,0.8458333333333334,0.8754166666666667
166,SoyBean,17,30,0.0003333333333333333,0.905,0.8458333333333334,0.8754166666666667
167,SoyBean,17,31,0.0003225806451612903,0.905,0.8458333333333334,0.8754166666666667
168,SoyBean,17,32,0.0003125,0.905,0.8458333333333334,0.8754166666666667
169,SoyBean,17,33,0.00030303030303030303,0.905,0.8458333333333334,0.8754166666666667
170,SoyBean,18,24,0.0004166666666666667,0.89,0.825,0.8574999999999999
171,SoyBean,18,25,0.0004,0.89,0.825,0.8574999999999999
172,SoyBean,18,26,0.0003846153846153846,0.89,0.825,0.8574999999999999
173,SoyBean,18,27,0.00037037037037037035,0.89,0.825,0.8574999999999999
174,SoyBean,18,28,0.00035714285714285714,0.89,0.825,0.8574999999999999
175,SoyBean,18,29,0.0003448275862068965,0.89,0.825,0.8574999999999999
176,SoyBean,18,30,0.0003333333333333333,0.89,0.825,0.8574999999999999
177,SoyBean,18,31,0.0003225806451612903,0.89,0.825,0.8574999999999999
178,SoyBean,18,32,0.0003125,0.89,0.825,0.8574999999999999
179,SoyBean,18,33,0.00030303030303030303,0.89,0.825,0.8574999999999999
180,SoyBean,19,24,0.0004166666666666667,0.915,0.8916666666666666,0.9033333333333333
181,SoyBean,19,25,0.0004,0.915,0.8916666666666666,0.9033333333333333
182,SoyBean,19,26,0.0003846153846153846,0.905,0.8666666666666666,0.8858333333333333
183,SoyBean,19,27,0.00037037037037037035,0.8949999999999999,0.8541666666666666,0.8745833333333333
184,SoyBean,19,28,0.00035714285714285714,0.8949999999999999,0.8541666666666666,0.8745833333333333
185,SoyBean,19,29,0.0003448275862068965,0.8949999999999999,0.8541666666666666,0.8745833333333333
186,SoyBean,19,30,0.0003333333333333333,0.8949999999999999,0.8541666666666666,0.8745833333333333
187,SoyBean,19,31,0.0003225806451612903,0.8949999999999999,0.8541666666666666,0.8745833333333333
188,SoyBean,19,32,0.0003125,0.8949999999999999,0.8541666666666666,0.8745833333333333
189,SoyBean,19,33,0.00030303030303030303,0.8949999999999999,0.8541666666666666,0.8745833333333333
190,SoyBean,20,24,0.0004166666666666667,0.9400000000000001,0.9041666666666666,0.9220833333333334
191,SoyBean,20,25,0.0004,0.9400000000000001,0.9041666666666666,0.9220833333333334
192,SoyBean,20,26,0.0003846153846153846,0.9400000000000001,0.9041666666666666,0.9220833333333334
193,SoyBean,20,27,0.00037037037037037035,0.9400000000000001,0.9041666666666666,0.9220833333333334
194,SoyBean,20,28,0.00035714285714285714,0.9400000000000001,0.9041666666666666,0.9220833333333334
195,SoyBean,20,29,0.0003448275862068965,0.9400000000000001,0.9041666666666666,0.9220833333333334
196,SoyBean,20,30,0.0003333333333333333,0.93,0.8916666666666666,0.9108333333333334
197,SoyBean,20,31,0.0003225806451612903,0.93,0.8916666666666666,0.9108333333333334
198,SoyBean,20,32,0.0003125,0.93,0.8916666666666666,0.9108333333333334
199,SoyBean,20,33,0.00030303030303030303,0.93,0.8916666666666666,0.9108333333333334
200,Cancer,11,24,0.0004166666666666667,0.9606418219461699,0.94895907869579,0.9548004503209799
201,Cancer,11,25,0.0004,0.9613561076604554,0.9510424120291233,0.9561992598447894
202,Cancer,11,26,0.0003846153846153846,0.9613561076604554,0.9510424120291233,0.9561992598447894
203,Cancer,11,27,0.00037037037037037035,0.9613561076604554,0.9510424120291233,0.9561992598447894
204,Cancer,11,28,0.00035714285714285714,0.9613561076604554,0.9510424120291233,0.9561992598447894
205,Cancer,11,29,0.0003448275862068965,0.9613561076604554,0.9510424120291233,0.9561992598447894
206,Cancer,11,30,0.0003333333333333333,0.9613561076604554,0.9510424120291233,0.9561992598447894
207,Cancer,11,31,0.0003225806451612903,0.9613561076604554,0.9510424120291233,0.9561992598447894
208,Cancer,11,32,0.0003125,0.9613561076604554,0.9510424120291233,0.9561992598447894
209,Cancer,11,33,0.00030303030303030303,0.9613561076604554,0.9510424120291233,0.9561992598447894
210,Cancer,12,24,0.0004166666666666667,0.9677950310559007,0.9572366180707131,0.962515824563307
211,Cancer,12,25,0.0004,0.9677950310559007,0.9572366180707131,0.962515824563307
212,Cancer,12,26,0.0003846153846153846,0.9677950310559007,0.9572366180707131,0.962515824563307
213,Cancer,12,27,0.00037037037037037035,0.9677950310559007,0.9572366180707131,0.962515824563307
214,Cancer,12,28,0.00035714285714285714,0.9685093167701864,0.9593199514040464,0.9639146340871163
